subject_id,cell,param,influence,influence_abs
008,17,A,-0.267499066373426,0.267499066373426
008,17,w,0.0045127388501001,0.0045127388501001
008,17,sigma,1.88100334995897,1.88100334995897
008,17,beta,-0.330042211649367,0.330042211649367
008,18,A,0.266509793966964,0.266509793966964
008,18,w,0.000779923416523998,0.000779923416523998
008,18,sigma,2.36999252620986,2.36999252620986
008,18,beta,-0.302749389653981,0.302749389653981
009,1,A,-0.390079122853706,0.390079122853706
009,1,w,-0.000350897676775059,0.000350897676775059
009,1,sigma,-0.854962848794205,0.854962848794205
009,1,beta,-0.183678220509842,0.183678220509842
009,2,A,0.0637055226534295,0.0637055226534295
009,2,w,0.00452534251928535,0.00452534251928535
009,2,sigma,-0.243560567091148,0.243560567091148
009,2,beta,-0.238381241980531,0.238381241980531
009,3,A,-0.0742174847836221,0.0742174847836221
009,3,w,0.00175725033662218,0.00175725033662218
009,3,sigma,-0.759284608136699,0.759284608136699
009,3,beta,-0.135865134889433,0.135865134889433
009,4,A,-0.74892038541865,0.74892038541865
009,4,w,-0.000309383420798569,0.000309383420798569
009,4,sigma,-1.311601671515,1.311601671515
009,4,beta,-0.230256485670597,0.230256485670597
009,5,A,0.0750835288005174,0.0750835288005174
009,5,w,0.00135360493641562,0.00135360493641562
009,5,sigma,-0.767765480464705,0.767765480464705
009,5,beta,-0.205588700362997,0.205588700362997
009,6,A,-0.681168584274624,0.681168584274624
009,6,w,-0.00116153293928976,0.00116153293928976
009,6,sigma,-0.648895550674695,0.648895550674695
009,6,beta,-0.256892001655041,0.256892001655041
009,7,A,-0.141975718871649,0.141975718871649
009,7,w,0.0012247866181646,0.0012247866181646
009,7,sigma,-0.344716215258991,0.344716215258991
009,7,beta,-0.143607449099364,0.143607449099364
009,8,A,-0.907111434401877,0.907111434401877
009,8,w,0.000199679608672478,0.000199679608672478
009,8,sigma,-1.20764156518662,1.20764156518662
009,8,beta,-0.0432607773491172,0.0432607773491172
009,9,A,-0.542545579067386,0.542545579067386
009,9,w,-0.000911369764963428,0.000911369764963428
009,9,sigma,-0.23869367963016,0.23869367963016
009,9,beta,-0.350659258648964,0.350659258648964
009,10,A,-0.755783532604918,0.755783532604918
009,10,w,-6.409887318818e-06,6.409887318818e-06
009,10,sigma,-0.307466177393774,0.307466177393774
009,10,beta,0.016976604584422,0.016976604584422
009,11,A,-0.792791855856688,0.792791855856688
009,11,w,9.69788814675354e-05,9.69788814675354e-05
009,11,sigma,-0.359634434703061,0.359634434703061
009,11,beta,-0.162113857650205,0.162113857650205
009,12,A,-0.636474742326149,0.636474742326149
009,12,w,0.000828508575584801,0.000828508575584801
009,12,sigma,-0.743394910713757,0.743394910713757
009,12,beta,-0.129272530041988,0.129272530041988
009,13,A,-1.30207850043219,1.30207850043219
009,13,w,0.000924263530136131,0.000924263530136131
009,13,sigma,-0.906544561738961,0.906544561738961
009,13,beta,-0.321320281418266,0.321320281418266
009,14,A,-0.420071188272788,0.420071188272788
009,14,w,-0.000176389029333694,0.000176389029333694
009,14,sigma,-0.229120996194853,0.229120996194853
009,14,beta,-0.0543692795576061,0.0543692795576061
009,15,A,-0.772730626723858,0.772730626723858
009,15,w,0.00058442060964984,0.00058442060964984
009,15,sigma,-0.942314535685327,0.942314535685327
009,15,beta,-0.603201833447364,0.603201833447364
009,16,A,-0.585714301171365,0.585714301171365
009,16,w,0.000863841363487803,0.000863841363487803
009,16,sigma,-0.520433790914343,0.520433790914343
009,16,beta,0.0855978590067779,0.0855978590067779
009,17,A,-0.338696496138811,0.338696496138811
009,17,w,0.00330732256560049,0.00330732256560049
009,17,sigma,-0.317738314463709,0.317738314463709
009,17,beta,0.0311387236405483,0.0311387236405483
009,18,A,-0.591870614210164,0.591870614210164
009,18,w,-0.000228247582830868,0.000228247582830868
009,18,sigma,-0.301945939065359,0.301945939065359
